Date;Time;Route;Registration;Aboard;Aboard Passangers;Aboard Crew;Fatalities;Fatalities Passangers;Fatalities Crew;Location,Operator,AC Type
02/04/1972;;Ban Xon - Pha Khao;393;38;34;4;1;0;1;Pha Khao, Laos,Air America,de Havilland Canada C-7A Caribou
02/05/1972;;Bogota - Valledupar;HK-1139;19;15;4;19;15;4;Near Valledupar, Colombia,TAC Colombia,Fairchild F-27
02/11/1972;13:20;Savannakhet - Vientiane;XW-TDE;23;17;6;23;17;6;Near Vientiane, Laos,Royal Air Lao,Douglas DC-4
03/03/1972;20:48;New York City - Albany, NY;N7818M;48;45;3;16;14;2;Albany, New York,Mohawk Airlines,Fairchild-Hiller FH-227-B
03/14/1972;22:00;Colombo - Dubai;OY-STL;112;106;6;112;106;6;Near Al Fujayrah, United Arab Emirates,Sterling Airways,Aerospatiale Caravelle Super 10B
03/19/1972;;Cairo - Jeddah - Aden;YU-AHR;22;13;9;22;13;9;Shamsam Mountains, South Yemen,Egyptair,McDonnell Douglas DC-9-32
04/12/1972;21:26;Sao Paulo - Rio de Janeiro;PP-SMI;25;21;4;25;21;4; Near Rio de Janeiro, Brazil,VASP,NAMC YS-11A-211
04/16/1972;22:10;Rome - Foggia;I-ATIP;18;15;3;18;15;3;Near Ardinello di Amaseno, Italy,Aero Transporti Italiani,Fokker F-27 Friendship 200
04/17/1972;17:18;Sightseeing;N8467E;3;2;1;3;2;1;New York, New York,Helaire Helicopter,Bell 47J-2
04/18/1972;09:39;Addis Ababa - Rome;5X-UVA;107;96;11;43;35;8;Addis Ababa, Ethiopia,East African Airways,BAC Super VC-10 1154
04/20/1972;16:20;;OB-R-653;6;2;4;6;2;4;Near Moyobamba, Peru,SATCO,Douglas C-47D
04/24/1972;12:23;Long Tieng, Laos - Moung Cha, Laos;N391R;10;9;1;4;4;0;Nyot Mo, Laos,Air America,Pilatus PC6CH2
05/04/1972;23:34;"	Irkutsk - 	Bratsk";CCCP-87778;18;14;4;18;14;4;Bratsk, USSR,Aeroflot,Yakovlev YAK-40
05/05/1972;22:24;Rome - Palermo;I-DIWB;115;108;7;115;108;7;Near Carini, Sicily, Italy,Alitalia,McDonnell Douglas DC-8-43
05/08/1972;;Ciudad Bolívar - Cuchivero;YV-C-GAI;7;5;2;7;5;2; Venezuela,Aerotechnia,Douglas C-47B
05/10/1972;10:25;Bien Hoa - Vung Tau;;34;32;2;34;32;2;Near Gia Dinh, South Vietnam,Military - U.S. Army,Boeing Vertol CH47A (helicopter)
05/16/1972;12:30;Kaliningrad - Kaliningrad;5;9;0;9;9;0;9;Svetlogorsk, Russia,Military - Russian Navy,Antonov An-26
05/18/1972;11:53;"Moscow - :	Kharkov";CCCP-11215;122;115;7;122;115;7;Near Kharkov, Ukraine, USSR,Aeroflot,Antonov AN-10A
05/21/1972;;Luanda - Lobito - Lubango;CR-LLD;25;19;6;22;17;5;Lobito, Angola,DTA Angola Airlines,Fokker F-27 Friendship 200
05/27/1972;15:10;Helgoland - Wangerooge;D-IDHC;13;10;3;8;6;2;Near Helgoland, Germany,General Air,de Havilland Canada DHC-6 Twin Otter
05/29/1972;06:04;Dulac, LA - Gulf oil platform;N2256W;11;10;1;11;10;1;Dulac, Louisiana,Petrolium Helicopter,Bell 205A
05/29/1972;;Cruzeiro do Sul - Rio Branco;PP-PDG;18;15;3;9;6;3;Cruzeiro do Sul Acre, Brazil,Amazonese Importacao e Exportacao,Lockheed 049 Constellation
05/30/1972;06:24;Training;N3305L;4;0;4;4;0;4;Dallas/Ft. Worth, Texas,Delta Air Lines,McDonnell Douglas DC-9-14
06/05/1972;; Hue - Pleiku - Buôn Ma Thuot - Saigon;EM2;32;29;3;32;29;3;Near Pleiku, Vietnam,Air America,Curtiss C-46A
06/13/1972;;;CC-CDU;3;0;3;3;0;3;Santiago, Chile,Aerolineas Flecha Austral,Curtiss C-46D
06/13/1972;;;;47;NULL;NULL;47;NULL;NULL;Near an Loc, South Vietnam,Military - Vietnamese Air Force,Boeing Vertol CH-47 (helicopter)
06/14/1972;20:20;Bangkok - Delhi;JA8012;87;76;11;82;72;10;Near New Delhi, India,Japan Air Lines,McDonnell Douglas DC-8-53
06/15/1972;14:00;Bangkok - Hong Kong;VR-HFZ;81;71;10;81;71;10;Near Pleiku, South Vietnam,Cathay Pacific Airways,Convair CV-880-22M-21
06/18/1972;16:11;London - Brussels;G-ARPI;118;112;6;118;112;6;London Heathrow,  Staines, Surrey, England,British European Airways,Hawker Siddeley Trident 1C
06/24/1972;23:17;San Juan - Ponce;N554PR;20;18;2;5;3;2;Ponce, Puerto Rico,Prinair,de Havilland DH-114 Heron 2B
06/29/1972;09:37;Chicago, IL - Appleton, WI - Sheboygan, WI;N90858/N4043B;13;8;5;13;8;5;Appleton, Wisconsin,North Central Airlines / Air Wisconsin,Convair CV-580/De Hav. Twin Otter 100
07/05/1972;;Sacramento - San Francisco;;86;79;7;3;3;0;San Francisco, California,Pacific Southwest Airlines,Boeing 737-200
07/06/1972;02:00;Las Palmas - Hamberg;EC-ARA;10;0;10;10;0;10;Off Las Palmas, Canary Islands, Spain,Aviaco,McDonnell Douglas DC-8-52
07/11/1972;16:00;Bardufoss - Bodoe;67-056;19;17;2;19;17;2;Near Grytoya, Norway,Military - Royal Norwegian Air Force,de Havilland Canada DHC-6 Twin Otter 100
07/11/1972;;;156658;67;60;7;52;50;2;Near Quang Tri, South Vietnam,Military - U.S. Marine Corps,Sikorsky CH-53D (helicopter)
07/20/1972;;;;84;NULL;NULL;1;1;0;Corfu Island, Greece,Charter,Sud-Aviation SE210 Caravelle
07/29/1972;06:53;;HK1341X/HK107;38;32;6;38;32;6;Villavicencio, Colombia,AVIANCA / AVIANCA,Douglas DC-3 / Douglas DC-3
08/12/1972;22:42;Gwalior - Delhi;VT-DME;18;14;4;18;14;4;Near Delhi, India,Indian Airlines,Fokker F-27 Friendship 100
08/12/1972;04:00;;62-1853;44;36;8;30;23;7;Near Soc Trang, South Vietnam,Military - U.S. Air Force,Lockheed C-130E
08/14/1972;17:00;Berlin - Birgas;DM-SEA;156;148;8;156;148;8;Near Konigs Wusterausen, East Germany,Interflug,Ilyushin IL-62
08/16/1972;;Sandoway - Rangoon;XY-ACM;31;27;4;26;22;4;Near Sandoway, Burma,Burma Airways,Douglas DC-3 (C-47A-DK)
08/27/1972;;Canaima - C iudad;YV-C-AKE;34;31;3;34;31;3;Canaima, Venezuela,Lineas Areas Venezolanas,Douglas C-47-DL
08/28/1972;14:30;Lae - Port Moresby;A4-233;29;26;3;25;22;3;Papua, New Guinea,Military - Royal Australian Air Force,de Havilland Canada DHC-4 Caribou
08/31/1972;10:19;Karaganda - Moscow;CCCP-74298;102;93;9;102;93;9;Near Magnitogorsk, Russia,Aeroflot,Ilyushin IL-18
09/01/1972;;;VH-PNI;4;3;1;4;3;1;Mt. Giluwe, Papua, New Guinea,Ansett Airlines of Papua New Guinea,Shorts SC-7 Skyvan 3-300
09/07/1972;17:57;;CP-959;8;6;2;1;0;1;Trinidad, Bolivia,Servicios Aereas Virgen de Copacabana,Curtiss C-46A-40-CU
09/10/1972;10:20;Axum - Gondar;ET-ABQ;11;8;3;11;8;3;Gondar, Ethiopia,Ethiopian Airlines,Douglas DC-3
09/13/1972;12:00;Panchkhal - Tribuvan;9N-RF10;31;27;4;31;27;4;Near Dhulikhel, Nepal,Military - Royal Nepalese Air Force,Douglas C-47
09/24/1972;;;N275X;1;0;1;0;0;0;Sacramento, California,Private,F-86 Sabrejet
09/24/1972;;Vientiane - Saigon;XV-NUH;13;8;5;10;6;4;Near Ben Cat, South Vietnam,Air Vietnam (South Vietnam),Douglas C-54D-1-DC
10/01/1972;19:25;Adler - Moscow;CCCP-75507;108;108;8;108;100;8;Near Adler, USSR,Aeroflot,Ilyushin IL-18B
10/02/1972;;;XW-TDA;9;7;2;9;7;2;Kampot, Cambodia,Cambodia Air,Douglas DC-3
10/13/1972;15:30;Mendoza - Santiago;T-571;45;40;5;29;24;5;Near San Fernando, Chile,Uruguayan Air Force - TAMU,Fairchild-Hiller FH-227D/LCD
10/13/1972;21:50;Leningrad - Moscow;CCCP-86671;174;164;10;174;164;10;Near Moscow, USSR,Aeroflot,Ilyushin IL-62
10/16/1972;09:00;Anchorage, AK - Juneau, AK;N1812H;4;3;1;4;3;1;Off the Alaska coast,Private,Cessna 310C
10/21/1972;21:30;Kerkira - Athens;SX-BBQ;53;49;4;37;36;1;Off Athens, Greece,Olympic Airways,NAMC YS-11A-202
10/23/1972;;Lenakel - Port Vila;F-OCRH;8;7;1;1;1;0;Tanna, Vanuatu,Air Melanesie,Britten-Norman BN-2A-6 Islander
10/27/1972;19:18;Lyon - Clermont;F-BMCH;68;63;5;60;55;5;Near Noiretable, Loire, France,Air Inter,Vickers Viscount 724
10/30/1972;20:40;Napoli - Bari;I-ATIR;27;24;3;27;24;3;Poggiorsini, Italy,Aero Transporti Italiani,Fokker F-27 Friendship 200
10/31/1972;18:00;;;22;NULL;NULL;22;NULL;NULL;Near My Tho, South Vietnam,Military - U.S. Army,Boeing Vertol CH-47 (helicopter)
11/04/1972;20:02;Burgas - Sofia;LZ-ILA;35;31;4;35;31;4;Near Plovdiv, Bulgaria,Balkan Bulgarian Airlines,Ilyushin IL-14P
11/17/1972;23:20;Hopkinsville, KY - Lexington, KY;N2700S;11;10;1;11;10;1;Elkton, Kentucky,Metro Air Systems,Beech G18S
11/28/1972;19:51;Moscow - Tokyo;JA8040;76;61;15;62;53;9;Near Moscow, Russia,Japan Air Lines,McDonnell Douglas DC-8-62
12/03/1972;07:33;Tenerife - Munchen;EC-BZR;155;148;7;155;148;7;Tenerife,  Canary Islands,Spantax,Convair CV-990-30A-5 Coronado
12/08/1972;12:15;Gilgit - Rawalpindi;AP-AUS;26;22;4;26;22;4;Near Rawalpindi, Pakistan,Pakistan International Airlines,Fokker F-27 Friendship 400
12/08/1972;14:28;Washington - Chicago;N9031U;61;55;6;43;40;3;Midway Airport, Chicago, Illinois,United Air Lines,Boeing B-737-222
12/20/1972;18:00;Tampa - Chicago / Chicago - Madison;N8897E/N954N;133;122;11;10;10;0;Chicago, Illinois,Delta Air Lines/ North Central Airlines,Convair CV-880 / McDonnell DC-9-31
12/21/1972;;Guadeloupe - St. Maarten;F-OGFE;13;11;2;13;11;2;Off St. Maarten off, Netherlands Antilles,Air Guadeloupe,de Havilland Canada DHC-6 Twin Otter 300
12/23/1972;16:34;Alesund - Oslo;LN-SUY;45;42;3;40;37;3;Skaugum, Norway,Braathens,Fokker F-28 Fellowship 1000
12/29/1972;23:42;New York City - Miami;N310EA;176;163;13;103;97;6;Everglades National Park, Florida,Eastern Air Lines,Lockheed L-1011 TriStar 1
12/31/1972;19:23;San Juan, PR - Managua, Nicaragua;N500AE;5;2;3;5;2;3;San Juan, Puerto Rico,American Express Leasing,Douglas DC-7CF
01/02/1973;08:34;Toronto - Edmonton;CF-PWZ;5;0;5;5;0;5;Edmonton, Alberta, Canada,Pacific Western Airlines,Boeing 707-321C
01/19/1973;14:31;Test flight;G-AOHI;4;2;2;4;2;2;Near Glasgow, Scotland,British European Airways,Vickers 802 Viscount
01/21/1973;23:56;Kazan - Perm;CCCP-46276;39;34;5;39;34;5;Perm, Russia,Aeroflot,Antonov An-24B
01/22/1973;09:30;Jeddah - Lagos;JY-ADO;202;193;9;176;170;6;Kano, Nigeria,Alia Royal Jordanian Airlines,Boeing B-707-3D3C
01/27/1973;;Miami - Tegucigalpa;HR-TNO;3;0;3;3;0;3;Near Tegucigalpa, Honduras,TAN,Douglas DC-6A
01/29/1973;;Cairo - Nicosia;SU-AOY;37;30;7;37;30;7;Near Kyrenia, Cyprus,Egyptair,Ilyushin IL-18D
02/19/1973;10:06;Moscow - Praha;CCCP-85023;100;87;13;66;62;4;Prague, Czechoslovakia,Aeroflot,Tupolev TU-154
02/19/1973;09:15;Oil platform - Morgan City, LA;N14831;5;4;1;5;4;1;Morgan City, Louisiana,Petrolium Helo Inc.,Bell 206B
02/21/1973;;David - Changuinola;HP-560;28;25;3;22;19;3;Cerro Horqueta, Panama,Aerovias Urraca,Douglas DC-3
02/21/1973;14:10;Tripoli - Cairo;5A-DAH;113;104;9;108;100;8;Near Isma'iliya, Egypt,Libya Arab Airlines,Boeing B-727-224
02/24/1973;07:37;"	Dushanbe - 	Leninabad";CCCP-75712;79;71;8;79;71;8;Near Leningrad, Russia,Aeroflot,Ilyushin IL-18
02/28/1973;18:59;Semipalatinsk - Karaganda;CCCP-87602;32;29;3;32;29;3;Semipalatinsk, Kazakhstan,Aeroflot,Yakovlev YAK-40
02/28/1973;;;PK-NUC;13;10;3;13;10;3;Near Nabire, Indonesia,Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 100
03/03/1973;12:45;Sofia - Moscow;LZ-BEM;25;17;8;25;17;8;Moscow, USSR,Balkan Bulgarian Airlines,Ilyushin IL-18V
03/05/1973;13:50;Palma de Mallorca - London;EC-BII/EC-BJC;182;166;16;68;61;7;Near Nantes, France,Lineas Aereas de Espana/Spantax SA Transportes,MD Douglas DC-9-32/Convair CV-990A
03/15/1973;;Training;VT-EAU;3;0;3;3;0;3;Hyderabad, India,Indian Airlines,HAL-748-224
03/19/1973;10:05;Saigon - Ban Me;XV-NUI;62;57;5;62;57;5;Ben Me Thuot, South Vietnam,Air Vietnam (South Vietnam),Douglas C-54D
04/10/1973;10:13;Bristol - Basel;G-AXOP;145;139;6;108;104;4;Near Basel,  Switzerland,Invicta International Airlines (UK),Vickers Vanguard 952
04/12/1973;14:50;;157332/N711NA;17;0;17;16;0;16;Moffett AFB, California,Military - U.S. Navy / NASA,Lockheed P-3C / Convair CV-990-30A-5
04/18/1973;;Bamiyan - Kabul;YA-GAT;19;16;3;4;2;2;Bamiyan, Afghanistan,Bakhtar Afghan Airlines,de Havilland Canada DHC-6 Twin Otter 100
05/11/1973;04:37;"	Tashkent, Uzbekistan - 	Novosibirsk, Russia";SSR-75687;61;55;8;61;55;8;Near Semipalatinsk, USSR,Aeroflot,Ilyushin IL-18B
05/18/1973;09:38;Moscow - Chita;CCCP-42411;81;72;9;81;72;9;Chita, Siberia, USSR,Aeroflot,Tupolev TU-104A
05/19/1973;15:00;Svay Rieng - Phnom Penh;XW-TDM;11;9;2;11;9;2;Svay Rieng, Cambodia,Cambodia Air,Douglas C-47A
05/29/1973;;;CF-QBB;4;1;3;4;1;3;Near Rimouski, Prov. Quebec, Canada,Air Gaspé,Douglas DC-3
05/31/1973;21:58;Madras - Delhi;VT-EAM;65;58;7;48;43;5;Near New Delhi, India,Indian Airlines,Boeing B-737-2A8
06/01/1973;07:20;Belem - Sao Luis;PP-PDX;23;16;7;23;16;7;Sao Luis, Brazil,Cruzeiro,Sud Aviation SE-210 Caravelle VIN
06/03/1973;15:29;Demonstration;CCCP-77102;6;0;6;6;0;6;Goussainville, France,Aeroflot,Tupolev TU-144
06/09/1973;;;PP-VLJ;4;0;4;2;0;2;Rio de Janeiro, Brazil,Varig,Boeing 707-327C
06/20/1973;22:47;Houston - Monterrey - Puerto Vallarta - Mexico City;XA-SOC;27;22;5;27;22;5;Near Puerto Vallarta, Mexico,Aeromexico,McDonnell Douglas DC-9-15
06/30/1973;13:39;Amman, Jordan - Beirut, Lebanon - Yerevan, Armenia;CCCP-65668;85;78;8;2;0;2;Amman, Jordan,Aeroflot,Tupolev TU-134A
07/04/1973;;Yuzhno -Shakhtyorsk;CCCP-91534;18;13;5;18;13;5;Near Shakhtyorsk, Russia,Aeroflot,Ilyushin IL-14
07/09/1973;19:53;Kuibyshev - Simferopol;CCCP-45062;61;54;7;2;2;0;Nnear Kuybyshev, Russia,Aeroflot,Tupolev TU-124V
07/11/1973;14:03;Rio - de Janerio - Paris;PP-VJZ;134;117;17;123;116;7;Paris, Orly Airport, France,Varig,Boeing B-707-345C
07/22/1973;22:07;Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles;N417PA;79;69;10;78;68;10;Off Papeete, Tahiti,Pan American World Airways,Boeing B-707-321B
07/23/1973;16:43;Marion, IL - St. Louis;N4215;44;41;3;38;37;1;St. Louis, Missouri,Ozark Air Lines,Fairchild-Hiller FH-227B
07/24/1973;07:08;Honolulu - Lihue;N234JC;5;4;1;5;4;1;Honolulu, HI,Air Hawaii,Volpar C45G
07/31/1973;10:08;Burlilngton, VT  - Boston, MA;N975NE;89;83;6;89;83;6;Logan Airport, Boston, Massachusetts,Delta Air Lines,McDonnell Douglas DC-9-31
08/13/1973;11:40;Madrid - La Coruña;EC-BIC;85;79;6;85;79;6;Near La  Coruña, Spain,Aviaco Condor,Sud-Aviation Caravelle 10-R
08/15/1973;14:50;Port Au Prince - Cap Haitien;N38JA;10;9;1;10;9;1;Don Don, Haiti,Private,Norman BN-2A-6
08/18/1973;18:51;Baku - Aktau;CCCP-46435;64;60;4;56;54;2;Baku, Azerbaijan, USSR,Aeroflot,Antonov AN-24V
08/22/1973;11:40;Villavicencio - El Yopal;HK-111;17;14;3;16;13;3;El Yopal, Colombia,AVIANCA,Douglas DC-3
08/27/1973;12:45;Bogota - Cartagena;HK-777;42;36;6;42;36;6;Bogota, Colombia,Aerocondor Colombia,Lockheed L-188A Electra
08/28/1973;21:45;Athens - Madrid;63-8077;25;17;8;24;17;7;Near Huete, Spain,Military - U.S. Air Force,Lockheed C-141A
08/28/1973;20:50;Honolulu - Los Angeles;N8705T;149;141;8;1;1;0;Thirty-five miles west of Los Angeles, California,Trans World Airlines,Boeing B-707-331B
09/08/1973;05:42;Travis - Cold Bay - Yokota - Clark;N802WA;6;3;3;6;3;3;King Cove, Alaska,World Airways,McDonnell Douglas DC-8-63F
09/11/1973;;Skopje - Titograd;YU-AHD;41;35;6;41;35;6;Moganik, Yugoslavia,JAT Yugoslav Airlines,Aerospatiale Caravelle 6N
09/20/1973;22:45;Natchitoches, La - Dallas, TX;N50JR;6;5;1;6;5;1;Natchitoches, Louisiana,Private Charter,Beechcraft E18S
09/27/1973;19:52;Memphis - El Dorado - Texarkana - Dallas;N94230;11;8;3;11;8;3;Rich Mountain, Arkansas,Texas International Airlines,Convair 600
09/30/1973;;Itaituba - Jacareacanga;PT-CEV;9;5;4;9;5;4;Miritituba, Brazil,Aeronorte,Douglas DC-3A
09/30/1973;20:37;"	Sverdlovsk - Omsk";CCCP-42506;108;100;8;108;100;8;Near Sverdlovsk, Russia,Aeroflot,Tupolev TU-104B
10/02/1973;23:36;Yakutsk - Magadan;CCCP-12967;10;8;2;10;8;2;Magadan, Russia,Aeroflot,Antonov AN-12V
10/13/1973;20:18;Tbilisi - Moscow;CCCP-42486;122;114;8;122;114;8;Near  Domodedovo, Russia,Aeroflot,Tupolev TU-104B
10/23/1973;08:50;Rio de Janeiro - Belo Horizonte;PP-SMJ;65;60;5;8;8;0;Guanabara Bay, Brazil,VASP,NAMC YS-11A-211
11/02/1973;;Arauca - Cucuta;HK- 718;16;12;4;6;3;3;Villavicencio, Colombia,Lineas Aéreas La Urraca,Handley Page HPR-7 Herald 101
11/03/1973;09:39;New York City - Prestwick;N458PA;3;0;3;3;0;3;Boston,: Massachusetts,Pan American World Airways,Boeing B-707-321C
11/03/1973;16:40;Miami, FL - San Francisco, CA;N60NA;128;116;12;1;1;0;Near Albuquerque,  New Mexico,National Airlines,McDonnell Douglas DC-10-10
11/17/1973;02:00;on - Quang Ngai;XV-NIE;27;24;3;27;24;3;Near Quang-Ngai, South Vietnam,Air Vietnam (South Vietnam),Douglas DC-3
12/07/1973;22:29;Mineral Waters - Moscow;CCCP-42503;75;68;7;13;11;5;Moscow, USSR,Aeroflot,Tupolev TU-104B
12/16/1973;19:13;Vilnius - Moscow;CCCP-45061;51;45;6;51;45;6;Near Karacharovo, USSR,Aeroflot,Tupolev TU-124
12/17/1973;13:00;Rome - Beirut;N407PA;177;167;10;30;29;1;Rome, Italy,Pan American World Airways,Boeing B-707-321B
12/21/1973;;;;20;NULL;NULL;20;NULL;NULL;Near Siagon, South Vietnam,Military - Vietnamese Air Force,Boeing Vertol CH-47 (helilcopter)
12/22/1973;22:10;Paris - Tanger;OO-SRD;106;99;7;106;99;7;Near Tetouan, Morocco,Royal Air Maroc,Sud-Aviation Caravelle VI-N
12/23/1973;22:08;Lviv - Kiev - Kuybyshev;CCCP-45004;17;11;6;17;11;6;Lvov, Ukraine, USSR,Aeroflot,Tupolev TU-124
12/28/1973;;;ZS-DAK;25;22;3;1;1;0;Durban, South Africa,Executive Funds,Douglas DC-3
01/01/1974;12:38;Bologna - Torino;I-TIDE;42;38;4;38;35;3;Near Turin, Italy,Itavia,Fokker F-28 Fellowship 1000
01/06/1974;18:05;Pittsburgh, PA - Johnstown, PA;N125AE;17;15;2;12;11;1;Johnstown, Pennsylvania,Air East,Beechcraft 99A
01/06/1974;;San Borja - La Paz;CP-990;4;1;3;4;1;3;Unduavi, Bolivia,Servicios Aéreos Boliviano,Curtiss C-46F
01/06/1974;15:25;"	Ivano-Frankovsk, Ukraine - Uzhgorod, Ukraine";CCCP-46357;24;18;6;24;18;6;Mukachevo, Ukraine,Aeroflot,Antonov AN-24V
01/09/1974;16:36;Florencia - Bogota;FAC-1103;31;28;3;31;28;3;Near Nevia, Colombia,SATENA,Hawker Siddeley HS 748-260
01/10/1974;16:30;Santa Rose - La Paz;TAM-52;24;21;3;24;21;3;La Paz, Bolivia,TAM (Bolivia),Douglas C-54
01/17/1974;13:15;Chigorodó - Medellín;HK-1216;14;11;3;14;11;3;Cigorodo, Colombia,Cessnyca,Douglas DC-3A
01/26/1974;07:30;Izmir - Istanbul;TC-JAO;73;68;5;66;62;4;Izmir, Turkey,Turkish Airlines (THY),Fokker F-28 Fellowship 1000
01/30/1974;23:41;Auckland - Pago Pago;N454PA;101;91;10;97;87;10;Pago Pago, American Samoa,Pan American World Airways,Boeing B-707-321B
02/02/1974;21:30;San Francisco, CA - Honolulu, HI - Agana, Guam;N732PA;298;279;19;1;1;0;Near Honolulu, HI,Pan American World Airways,Boeing B-747
02/09/1974;17:30;;50-63;40;35;5;35;30;5;Near Souda, Crete,Military - West German Air Force,Transall C-160D
02/22/1974;;Baltimore - Atlanta;;15;10;5;1;0;1;Baltimore, Maryland,Delta Air Lines,Mc Donnell Dougals DC-9
02/23/1974;;Trinidad - Oruro;CP-1052;7;4;3;7;4;3;San Francisco de Moxos,  Bolivia,SAVCO,Curtiss C-46A-45-CU
03/03/1974;11:41;Paris - London;TC-JAV;346;335;11;346;335;11;Near Ermenonville, France,Turkish Airlines (THY),McDonnell Douglas DC-10-10
03/08/1974;;Saigon - Hanoi;XW-TCA;18;15;3;18;15;3;Hanoi, Vietnam,Pathet Lao Airlines,Antonov An-24
03/13/1974;19:28;Bishop - Burbank;N4819C;36;32;4;36;32;4;Bishop, California,Sierra Pacific Airlines,Convair CV-440
03/15/1974;08:07;Tehran - Kobenhavn;OY-STK;96;92;4;15;15;0;Tehran, Iran,Sterling Airways,Aerospatiale Caravelle 10B3
04/04/1974;02:35;Francistown - Malawi;A2-ZER;84;80;4;78;75;3;Francistown, Botswana,Wenela Air Services,Douglas DC-4
04/22/1974;15:26;Hong Kong - Bali, Indonesia - Sydney, Austrailia;N446PA;107;96;11;107;96;11;Grogak, Bali, Indonesia,Pan American World Airways,Boeing B-707-321C
04/27/1974;18:07;Leningrad - Zaporozhye;CCCP-75559;109;102;7;109;102;7;Near Leningrad, USSR,Aeroflot,Ilyushin IL-18B
04/30/1974;13:47;Galveston, TX - Houston, TX;N853SA;12;10;2;6;5;1;Galveston, Texas,Houston Metro Airlines,Beechcraft 99
05/02/1974;19:30;Pastaza - Ambato;HC-AUC;24;21;3;22;19;3;Banos, Ecuador,Aero Taxis Equatorianos,Douglas C-47
05/06/1974;22:22;Nice - Nurnberg;TF-OAE;3;0;3;3;0;3;Nurnberg, Germany,Fragtflug,Douglas DC-6A
05/23/1974;16:55;Alameda, CA - Indianapolis, IN;N14ST;3;1;2;3;1;2;Springfield, Illinois,Saturn Airways,Lockheed L-100-30 Hercules
05/23/1974;22:05;"	Khmelnitsky - Kiev";CCCP-87579;29;25;4;29;25;4;Kiev, Ukraine, USSR,Aeroflot,Yakovlev YAK-40
05/31/1974;;Thompson - Rankin Inlet;CF-QWJ;2;0;2;2;0;2;Rankin Inlet, Canada,Lambair,Bristol 170 Freighter 31E
06/08/1974;17:30;Bucaramanga - Cucuta;HK-1058;44;38;6;44;38;6;Monte San Isidro,  Colombia,Aerolineas TAO,Vickers Viscount 785D
06/27/1974;;Battambang - Phnom Penh;XW-TFR;39;33;6;19;17;2;Battambang, Khmer Republic,Cambodia Air,Boeing 307B-1 Stratoliner
06/30/1974;13:00;Umiat, AK - Local;N8679;5;4;1;5;4;1;Umiat, Alaska,Alaska Helicopter - Air Taxi,Fairchild Hiller FH1100
07/24/1974;09:45;;HK-728;3;0;3;3;0;3;Bogota, Colombia,Aeronorte Colombia,Douglas DC-4
07/27/1974;;Phnom Penh - Siagon;ST-4;5;1;4;5;1;4;Near Moc Hoa, Vietnam,Air Amercia,Fairchild C-123K
08/05/1974;;LaTuque - St. Honore;C-FTAT;11;8;3;5;2;3;Mt. Apica, PQ, Canada,Laurentian Air Services,Douglas DC-3
08/11/1974;;Bamako, Mali - Kano, Nigeria;TZ-ABE;60;50;10;47;39;8;Near Ouagadougou, Upper Volta,Air  Mali,Ilyushin IL-18B
08/12/1974;14:50;Tumaco - Bogota;HK-508;27;24;3;27;24;3;Cali, Colombia,AVIANCA,Douglas C-47-DL
08/14/1974;09:20;Cumana - Porlamar;YV-C-AMX;49;45;4;49;45;4;Margarita Island, Venezuela,Linea Aeropostal Venezolana,Vickers Viscount 749
08/18/1974;;Kinshasa - Kisangani;9T-TCD;31;24;7;31;24;7;Near Kisangani, Zaire,Military - Zairean Air Force,Lockheed C-130H
09/07/1974;;bang - Bandar Lampung - Jakarta;PK-GFJ;39;36;3;36;33;3;Tandjung-karang, Indonesia,Garuda Indonesia Airlines,Fokker F-27 Friendship 600
09/08/1974;11:40;Tel Aviv - Athens - Rome - New York;N8734;88;79;9;88;79;9;Ionian Sea , off Kefallinia, Greece,Trans World Airlines,Boeing B-707-331B
09/11/1974;07:34;Charleston, SC - Charlotte, NC - Chicago, IL;N8984E;82;78;4;70;68;2;Near Charlotte, North Carolina,Eastern Air Lines,McDonnell Douglas DC-9-31
09/15/1974;11:00;Da Nang - Saigon;XV-NJC;75;67;8;75;67;8;Phan Rang, South Vietnam,Air Vietnam (South Vietnam),Boeing B-727-121C
10/19/1974;11:15;Roxas City - Calapan;RP-C643;8;4;4;1;0;1;Calapan, Philippines,Mabuhay Airways,Douglas DC-3
10/27/1974;23:36;Fairbanks - Bettles;N102AK;4;0;4;4;0;4;Old Man's Camp, Alaska,Alaska International Air,Lockheed L-100 Hercules
10/28/1974;16:45;Gallup, NM - Rapid City, SD;N414K;2;1;1;2;1;1;Pagosa Springs, Colorado,Hlavka Aviation - Air Taxi,Beechcraft 95-B55
11/01/1974;14:56;"	Khanty - Surgut";CCCP-70766;38;32;6;38;32;6;Near Surgut, Russia,Aeroflot,Antonov An-2 / Mil Mi-8T
11/15/1974;;;RP-C570;8;5;3;1;1;0;Manila, Philippines,Orient Air System and Integrated Services,Douglas C-47A-30
11/20/1974;07:54;Frankfurt - Nairobi - Johannesburg;D-ABYB;157;144;13;59;55;4;Near Nairobi, Kenya,Lufthansa,Boeing B-747-130
11/20/1974;09:30;Soddu - Beica;ET-AAR;24;21;3;2;0;2;Soddu, Ethiopia,Ethiopian Airlines,Douglas DC-3
11/22/1974;;;EC-CGG;4;0;4;4;0;4;Barcelona, Spain,Alpa Servicios Aéreos,Cessna 500 Citation I
